,date,close,volume,instrument
559,2023-10-12,12.66,94611842.0,1810.HK
560,2023-10-12,3.92,675968330.0,1398.HK
561,2023-10-13,306.8,13367440.0,0700.HK
562,2023-10-13,12.6,81339936.0,1810.HK
563,2023-10-13,3.85,250344063.0,1398.HK
564,2023-10-16,301.2,12452816.0,0700.HK
565,2023-10-16,12.54,68730078.0,1810.HK
566,2023-10-16,3.85,171560136.0,1398.HK
567,2023-10-17,302.2,9202480.0,0700.HK
568,2023-10-17,13.04,118831878.0,1810.HK
569,2023-10-17,3.91,241303688.0,1398.HK
570,2023-11-24,321.2,15236522.0,0700.HK
571,2023-11-24,15.0,88383132.0,1810.HK
572,2023-11-24,3.79,93281480.0,1398.HK
573,2023-11-27,322.8,12232068.0,0700.HK
574,2023-11-27,15.14,76059066.0,1810.HK
575,2023-11-27,3.78,130065350.0,1398.HK
576,2023-11-28,319.6,15153725.0,0700.HK
577,2023-11-28,15.52,148605750.0,1810.HK
578,2023-11-28,3.76,113725337.0,1398.HK
579,2023-11-29,317.0,16856744.0,0700.HK
580,2023-11-29,15.48,129395706.0,1810.HK
581,2023-11-29,3.72,226633574.0,1398.HK
582,2023-11-30,327.0,30308092.0,0700.HK
583,2023-11-30,15.62,131529758.0,1810.HK
584,2023-11-30,3.74,267272719.0,1398.HK
585,2023-12-01,319.0,15149684.0,0700.HK
586,2023-12-01,15.16,226992234.0,1810.HK
587,2023-12-01,3.69,159742141.0,1398.HK
588,2023-12-04,316.8,14907238.0,0700.HK
589,2023-12-04,15.22,106138626.0,1810.HK
590,2023-12-04,3.69,199824961.0,1398.HK
591,2023-12-05,308.8,23730039.0,0700.HK
592,2023-12-05,14.78,135975691.0,1810.HK
593,2023-12-05,3.63,274505556.0,1398.HK
594,2023-12-06,311.6,15896242.0,0700.HK
595,2023-12-06,14.88,77127748.0,1810.HK
596,2023-12-06,3.64,164730514.0,1398.HK
597,2023-12-07,307.8,13703651.0,0700.HK
598,2023-12-07,14.68,85960796.0,1810.HK
599,2023-12-07,3.64,123750268.0,1398.HK
600,2023-12-08,305.6,16600566.0,0700.HK
601,2023-12-08,14.62,94540322.0,1810.HK
602,2023-12-08,3.63,210592613.0,1398.HK
603,2023-12-11,307.2,18402157.0,0700.HK
604,2023-12-11,14.56,98399725.0,1810.HK
605,2023-12-11,3.61,326769186.0,1398.HK
606,2023-12-12,311.4,12995914.0,0700.HK
607,2023-05-19,333.2,22685856.0,0700.HK
608,2023-05-19,10.86,36400641.0,1810.HK
609,2023-05-19,4.42,172064051.0,1398.HK
610,2023-05-22,340.2,20042131.0,0700.HK
611,2023-05-22,10.96,41131393.0,1810.HK
612,2023-05-22,4.45,195795701.0,1398.HK
613,2023-05-23,335.6,15019611.0,0700.HK
614,2023-05-23,10.76,57178065.0,1810.HK
615,2023-05-23,4.39,186289922.0,1398.HK
616,2023-05-24,332.4,13547979.0,0700.HK
617,2023-05-24,10.4,59005592.0,1810.HK
618,2023-05-24,4.3,271979464.0,1398.HK
619,2023-05-25,322.4,26028377.0,0700.HK
620,2023-05-25,10.5,128060617.0,1810.HK
621,2023-05-25,4.23,208049429.0,1398.HK
622,2023-05-29,313.2,28838839.0,0700.HK
623,2023-05-29,10.48,56740130.0,1810.HK
624,2023-05-29,4.25,188622384.0,1398.HK
625,2023-05-30,316.2,21736553.0,0700.HK
626,2023-05-30,10.5,53065128.0,1810.HK
627,2023-05-30,4.23,214459172.0,1398.HK
628,2023-05-31,310.6,32131907.0,0700.HK
629,2023-05-31,10.34,93057851.0,1810.HK
630,2023-05-31,4.19,443635604.0,1398.HK
631,2023-06-01,315.4,22951704.0,0700.HK
632,2023-06-01,10.26,61542516.0,1810.HK
633,2023-06-01,4.13,195878156.0,1398.HK
634,2023-06-02,334.2,32055423.0,0700.HK
635,2023-06-02,10.74,123072680.0,1810.HK
636,2023-06-02,4.2,238106726.0,1398.HK
637,2023-06-05,10.92,52384088.0,1810.HK
638,2023-06-05,338.2,19890895.0,0700.HK
639,2023-06-05,4.27,154128851.0,1398.HK
640,2023-06-06,10.86,36488457.0,1810.HK
641,2023-06-06,331.2,16700158.0,0700.HK
642,2023-06-06,4.27,138382474.0,1398.HK
643,2023-06-07,335.6,18254900.0,0700.HK
644,2023-12-12,15.16,97354343.0,1810.HK
645,2023-12-12,3.65,262302427.0,1398.HK
646,2023-12-13,15.54,114075094.0,1810.HK
647,2023-12-13,307.0,14145125.0,0700.HK
648,2023-12-13,3.68,187744171.0,1398.HK
649,2023-12-14,15.96,136139527.0,1810.HK
650,2023-12-14,306.4,17198776.0,0700.HK
651,2023-12-14,3.68,245663930.0,1398.HK
652,2023-12-15,314.4,30917917.0,0700.HK
653,2023-12-15,3.7,390760942.0,1398.HK
654,2023-12-15,15.98,106577327.0,1810.HK
655,2023-12-18,311.6,12094993.0,0700.HK
656,2023-12-18,15.9,60185771.0,1810.HK
657,2023-12-18,3.69,108207962.0,1398.HK
658,2023-12-19,16.14,77957733.0,1810.HK
659,2023-12-19,311.8,12530326.0,0700.HK
660,2023-12-19,3.67,97469500.0,1398.HK
661,2023-12-20,16.12,62375549.0,1810.HK
662,2023-12-20,314.2,14187408.0,0700.HK
663,2023-12-20,3.65,188953599.0,1398.HK
664,2023-12-21,312.6,10167030.0,0700.HK
665,2023-12-21,3.68,123393447.0,1398.HK
666,2023-12-21,15.96,64563507.0,1810.HK
667,2023-12-22,274.0,147014902.0,0700.HK
668,2023-12-22,15.68,91757167.0,1810.HK
669,2023-12-22,3.68,177408320.0,1398.HK
670,2023-12-27,16.32,127850403.0,1810.HK
671,2023-12-27,285.0,64471032.0,0700.HK
672,2023-12-27,3.74,226712895.0,1398.HK
673,2023-12-28,16.28,155342841.0,1810.HK
674,2023-12-28,293.0,37840686.0,0700.HK
675,2023-12-28,3.78,189710209.0,1398.HK
676,2023-12-29,293.6,19624685.0,0700.HK
677,2023-12-29,3.82,142535264.0,1398.HK
678,2023-12-29,15.6,184891499.0,1810.HK
679,2023-10-18,13.18,98780782.0,1810.HK
680,2023-10-18,300.0,12001017.0,0700.HK
681,2023-10-18,3.88,182110047.0,1398.HK
682,2023-10-19,13.58,177275255.0,1810.HK
683,2023-10-19,291.2,17216427.0,0700.HK
684,2023-10-19,3.79,193820232.0,1398.HK
685,2023-10-20,289.0,19212180.0,0700.HK
686,2023-10-20,3.76,163210066.0,1398.HK
687,2023-10-20,13.3,139281025.0,1810.HK
688,2023-10-24,283.0,21619960.0,0700.HK
689,2023-10-24,12.96,117605001.0,1810.HK
690,2023-10-24,3.74,190336656.0,1398.HK
691,2023-10-25,13.2,129285123.0,1810.HK
692,2023-10-25,287.8,17506229.0,0700.HK
693,2023-10-25,3.77,216824013.0,1398.HK
694,2023-10-26,13.36,86798824.0,1810.HK
695,2023-10-26,287.6,11446711.0,0700.HK
696,2023-10-26,3.8,134917498.0,1398.HK
697,2023-10-27,292.8,16455031.0,0700.HK
698,2023-10-27,3.85,226052377.0,1398.HK
699,2023-10-27,13.52,105734369.0,1810.HK
700,2023-10-30,295.4,14357754.0,0700.HK
701,2023-10-30,14.32,194405364.0,1810.HK
702,2023-10-30,3.74,286400692.0,1398.HK
703,2023-10-31,14.02,93634298.0,1810.HK
704,2023-10-31,289.2,13727382.0,0700.HK
705,2023-10-31,3.76,206277198.0,1398.HK
706,2023-11-01,14.22,98673756.0,1810.HK
707,2023-11-01,287.0,11006036.0,0700.HK
708,2023-11-01,3.8,153678182.0,1398.HK
709,2023-11-02,288.6,10477412.0,0700.HK
710,2023-11-02,3.78,191144882.0,1398.HK
711,2023-11-02,15.08,200581937.0,1810.HK
712,2023-11-03,302.6,21575201.0,0700.HK
713,2023-11-03,15.24,144753242.0,1810.HK
714,2023-11-03,3.81,156922242.0,1398.HK
715,2023-11-06,15.54,144345254.0,1810.HK
716,2023-11-06,312.6,26863379.0,0700.HK
717,2023-11-06,3.79,202473003.0,1398.HK
718,2023-06-27,10.6,59155194.0,1810.HK
719,2023-06-27,4.15,228143854.0,1398.HK
720,2023-06-28,10.84,67928193.0,1810.HK
721,2023-06-28,336.2,15887756.0,0700.HK
722,2023-06-28,4.16,180586497.0,1398.HK
723,2023-06-29,10.86,68557766.0,1810.HK
724,2023-06-29,333.6,13517437.0,0700.HK
725,2023-06-29,4.16,184805600.0,1398.HK
726,2023-06-30,331.6,16197039.0,0700.HK
727,2023-06-30,4.18,218725448.0,1398.HK
728,2023-06-30,10.72,52166419.0,1810.HK
729,2023-07-03,338.0,14198462.0,0700.HK
730,2023-07-03,10.98,59905978.0,1810.HK
731,2023-07-03,4.24,309192456.0,1398.HK
732,2023-07-04,11.12,60927043.0,1810.HK
733,2023-07-04,339.2,9439642.0,0700.HK
734,2023-07-04,4.19,294729733.0,1398.HK
735,2023-07-05,11.12,46064834.0,1810.HK
736,2023-07-05,335.4,9861945.0,0700.HK
737,2023-07-05,4.11,316065085.0,1398.HK
738,2023-07-06,326.8,19781825.0,0700.HK
739,2023-07-06,3.66,483351531.0,1398.HK
740,2023-07-06,11.14,82888187.0,1810.HK
741,2023-07-07,326.6,21595356.0,0700.HK
742,2023-07-07,10.8,65980986.0,1810.HK
743,2023-07-07,3.61,344014894.0,1398.HK
744,2023-07-10,10.66,55472209.0,1810.HK
745,2023-07-10,328.8,17287899.0,0700.HK
746,2023-07-10,3.59,263135021.0,1398.HK
747,2023-07-11,10.88,41502779.0,1810.HK
748,2023-07-11,333.8,12361269.0,0700.HK
749,2023-07-11,3.6,290916418.0,1398.HK
750,2023-07-12,340.0,16847310.0,0700.HK
751,2023-07-12,3.6,251835089.0,1398.HK
752,2023-07-12,11.1,50530800.0,1810.HK
753,2023-07-13,349.8,27315463.0,0700.HK
754,2023-07-13,11.54,98641098.0,1810.HK
755,2023-07-13,3.62,243505182.0,1398.HK
756,2023-07-14,352.6,21213481.0,0700.HK
757,2023-07-14,11.48,64236224.0,1810.HK
758,2023-07-14,3.66,258981290.0,1398.HK
759,2023-07-18,336.4,29147987.0,0700.HK
760,2023-07-18,11.2,37108329.0,1810.HK
761,2023-07-18,3.58,273570216.0,1398.HK
762,2023-07-19,333.0,21913296.0,0700.HK
763,2023-07-19,3.59,158493423.0,1398.HK
764,2023-07-20,332.8,16564481.0,0700.HK
765,2023-07-19,11.16,38985346.0,1810.HK
766,2023-07-20,11.06,33473401.0,1810.HK
767,2023-07-20,3.61,124194456.0,1398.HK
768,2023-07-21,333.0,11843920.0,0700.HK
769,2023-07-21,11.28,37258049.0,1810.HK
770,2023-07-21,3.66,122860627.0,1398.HK
771,2023-07-24,325.0,17451591.0,0700.HK
772,2023-07-24,11.02,34364229.0,1810.HK
773,2023-07-24,3.59,165661469.0,1398.HK
774,2023-07-25,345.0,29203653.0,0700.HK
775,2023-07-25,3.69,233245325.0,1398.HK
776,2023-07-26,341.0,14941840.0,0700.HK
777,2023-07-25,11.48,68662590.0,1810.HK
778,2023-07-26,11.4,29656225.0,1810.HK
779,2023-07-26,3.65,174178400.0,1398.HK
780,2023-07-27,12.04,143620772.0,1810.HK
781,2023-07-27,343.8,13651548.0,0700.HK
782,2023-07-27,3.7,244815663.0,1398.HK
783,2023-07-28,12.18,101554772.0,1810.HK
784,2023-07-28,350.4,22244305.0,0700.HK
785,2023-07-28,3.74,231213125.0,1398.HK
786,2023-07-31,354.4,36796567.0,0700.HK
787,2023-07-31,3.8,341189678.0,1398.HK
788,2023-07-31,12.28,120117443.0,1810.HK
789,2023-08-01,354.0,23436211.0,0700.HK
790,2023-08-01,12.16,77805242.0,1810.HK
791,2023-08-01,3.78,190142810.0,1398.HK
792,2023-08-02,11.96,63719154.0,1810.HK
793,2023-08-02,343.4,21038298.0,0700.HK
794,2023-08-02,3.67,288581439.0,1398.HK
795,2023-08-03,12.06,68851250.0,1810.HK
796,2023-08-03,342.2,16661383.0,0700.HK
797,2023-08-03,3.65,292039499.0,1398.HK
798,2023-08-04,343.4,19099499.0,0700.HK
799,2023-08-04,3.64,195330853.0,1398.HK
800,2023-08-04,12.22,58405984.0,1810.HK
801,2023-08-07,341.2,9480118.0,0700.HK
802,2023-08-07,12.32,50108937.0,1810.HK
803,2023-08-07,3.64,151992015.0,1398.HK
804,2023-08-08,12.06,57693569.0,1810.HK
805,2023-08-08,334.8,15381749.0,0700.HK
806,2023-08-08,3.6,226116681.0,1398.HK
807,2023-08-09,12.14,30895968.0,1810.HK
808,2023-08-09,337.2,11917732.0,0700.HK
809,2023-08-09,3.62,194636023.0,1398.HK
810,2023-08-10,12.08,35641014.0,1810.HK
811,2023-08-10,339.8,11185881.0,0700.HK
812,2023-08-10,3.6,257523027.0,1398.HK
813,2023-08-11,335.8,12303930.0,0700.HK
814,2023-08-11,11.86,53706668.0,1810.HK
815,2023-08-11,3.57,260620282.0,1398.HK
816,2023-08-14,11.78,53845667.0,1810.HK
817,2023-08-14,333.2,15754526.0,0700.HK
818,2023-08-14,3.5,308586690.0,1398.HK
819,2023-08-15,11.86,72271125.0,1810.HK
820,2023-08-15,332.6,10787439.0,0700.HK
821,2023-08-15,3.48,206833725.0,1398.HK
822,2023-08-16,11.78,56914563.0,1810.HK
823,2023-08-16,328.8,16484843.0,0700.HK
824,2023-08-16,3.42,234260976.0,1398.HK
825,2023-08-17,332.8,28817958.0,0700.HK
826,2023-08-17,11.96,71444851.0,1810.HK
827,2023-08-17,3.42,313019294.0,1398.HK
828,2023-08-18,11.74,62354458.0,1810.HK
829,2023-08-18,325.0,18108794.0,0700.HK
830,2023-08-18,3.41,310788020.0,1398.HK
831,2023-08-21,11.32,72825809.0,1810.HK
832,2023-08-21,318.0,25696855.0,0700.HK
833,2023-08-21,3.36,278392065.0,1398.HK
834,2024-01-02,15.48,60637820.0,1810.HK
835,2024-01-02,296.6,23354069.0,0700.HK
836,2024-01-02,3.74,195715603.0,1398.HK
837,2024-01-03,14.98,113158917.0,1810.HK
838,2024-01-03,300.6,20391718.0,0700.HK
839,2024-01-03,3.74,106480528.0,1398.HK
840,2024-01-04,298.8,20217430.0,0700.HK
841,2024-01-04,15.08,53881228.0,1810.HK
842,2024-01-04,3.78,208328871.0,1398.HK
843,2024-01-05,14.94,55909939.0,1810.HK
844,2024-01-05,292.2,23745017.0,0700.HK
845,2024-01-05,3.75,270256306.0,1398.HK
846,2024-01-08,14.36,125148672.0,1810.HK
847,2024-01-08,288.0,16718452.0,0700.HK
848,2024-01-08,3.68,279114999.0,1398.HK
849,2024-01-09,14.34,64814175.0,1810.HK
850,2024-01-09,283.6,16927478.0,0700.HK
851,2024-01-09,3.68,172987783.0,1398.HK
852,2024-01-10,280.2,19146068.0,0700.HK
853,2024-01-10,14.1,75082322.0,1810.HK
854,2024-01-10,3.68,181918519.0,1398.HK
855,2024-01-11,14.48,109090904.0,1810.HK
856,2024-01-11,287.4,20604580.0,0700.HK
857,2024-01-11,3.68,167408254.0,1398.HK
858,2024-01-12,14.3,67762190.0,1810.HK
859,2024-01-12,288.4,15770055.0,0700.HK
860,2024-01-12,3.69,98085190.0,1398.HK
861,2024-01-15,289.4,16334371.0,0700.HK
862,2024-01-15,3.7,77810606.0,1398.HK
863,2024-01-15,14.2,49517097.0,1810.HK
864,2024-01-16,282.4,22236094.0,0700.HK
865,2024-01-16,13.82,81583680.0,1810.HK
866,2024-01-16,3.64,209104452.0,1398.HK
867,2024-01-17,13.14,184245293.0,1810.HK
868,2024-01-17,274.6,36114167.0,0700.HK
869,2024-01-17,3.55,374776282.0,1398.HK
870,2024-01-18,13.32,111819184.0,1810.HK
871,2024-01-18,277.6,24604079.0,0700.HK
872,2024-01-18,3.57,279566330.0,1398.HK
873,2024-03-14,14.76,89957580.0,1810.HK
874,2024-03-15,283.8,29183023.0,0700.HK
875,2024-03-15,14.54,106232795.0,1810.HK
876,2024-03-15,3.98,355675188.0,1398.HK
877,2024-03-18,14.94,110825105.0,1810.HK
878,2024-03-18,289.8,19633305.0,0700.HK
879,2024-03-18,3.96,209805618.0,1398.HK
880,2024-03-19,14.86,93986286.0,1810.HK
881,2024-03-19,285.0,15635351.0,0700.HK
882,2024-03-19,3.92,218938960.0,1398.HK
883,2024-03-20,288.8,15622235.0,0700.HK
884,2024-03-20,3.91,200274220.0,1398.HK
885,2024-03-20,14.5,135837454.0,1810.HK
886,2024-03-21,291.2,36868686.0,0700.HK
887,2024-03-21,14.76,92314676.0,1810.HK
888,2024-03-21,3.98,315161464.0,1398.HK
889,2024-03-22,14.8,110507208.0,1810.HK
890,2024-03-22,288.8,26432205.0,0700.HK
891,2024-03-22,3.96,191270677.0,1398.HK
892,2024-03-25,14.82,119247446.0,1810.HK
893,2024-03-25,288.6,21127168.0,0700.HK
894,2024-03-25,3.95,184108533.0,1398.HK
895,2024-03-26,299.4,33998571.0,0700.HK
896,2024-03-26,15.3,147860646.0,1810.HK
897,2024-03-26,4.0,230414252.0,1398.HK
898,2024-03-27,14.76,144610632.0,1810.HK
899,2024-03-27,302.0,38753084.0,0700.HK
900,2024-03-27,3.97,211898473.0,1398.HK
901,2024-03-28,14.94,173539152.0,1810.HK
902,2024-03-28,303.8,30000843.0,0700.HK
903,2024-03-28,3.94,295388883.0,1398.HK
904,2024-04-02,16.28,539923703.0,1810.HK
905,2024-04-02,309.2,26561604.0,0700.HK
906,2024-04-02,4.03,301807183.0,1398.HK
907,2024-04-03,308.4,19696947.0,0700.HK
908,2024-04-03,15.56,225179872.0,1810.HK
909,2024-04-03,4.01,232543947.0,1398.HK
910,2024-01-19,271.2,26897479.0,0700.HK
911,2024-01-19,3.59,211407811.0,1398.HK
912,2024-01-19,13.18,70030994.0,1810.HK
913,2024-01-22,12.98,87016435.0,1810.HK
914,2024-01-22,262.2,33654810.0,0700.HK
915,2024-01-22,3.54,231495995.0,1398.HK
916,2024-01-23,13.22,92309898.0,1810.HK
917,2024-01-23,272.0,35610787.0,0700.HK
918,2024-01-23,3.61,234767946.0,1398.HK
919,2024-01-24,13.7,109448247.0,1810.HK
920,2024-01-24,281.8,33863638.0,0700.HK
921,2024-01-24,3.74,431565592.0,1398.HK
922,2024-01-25,290.8,34160783.0,0700.HK
923,2024-01-25,13.74,84263209.0,1810.HK
924,2024-01-25,3.83,490972859.0,1398.HK
925,2024-01-26,13.2,97820581.0,1810.HK
926,2024-01-26,282.8,24815795.0,0700.HK
927,2024-01-26,3.82,264403292.0,1398.HK
928,2024-01-29,13.3,64841120.0,1810.HK
929,2024-01-29,282.0,20159014.0,0700.HK
930,2024-01-29,3.86,301165078.0,1398.HK
931,2024-01-30,12.9,82926712.0,1810.HK
932,2024-01-30,273.8,21505998.0,0700.HK
933,2024-01-30,3.81,227981489.0,1398.HK
934,2024-01-31,270.6,20052974.0,0700.HK
935,2024-01-31,12.32,141795486.0,1810.HK
936,2024-01-31,3.82,248660671.0,1398.HK
937,2024-02-01,12.38,79821509.0,1810.HK
938,2024-02-01,271.6,17329472.0,0700.HK
939,2024-02-01,3.79,202592840.0,1398.HK
940,2024-02-02,12.2,69558141.0,1810.HK
941,2024-02-02,279.4,31053753.0,0700.HK
942,2024-02-02,3.79,154637396.0,1398.HK
943,2024-02-05,279.6,20456590.0,0700.HK
944,2024-02-05,3.8,174185125.0,1398.HK
945,2024-02-05,12.12,81606974.0,1810.HK
946,2024-02-06,290.8,28856902.0,0700.HK
947,2024-02-06,12.9,119306507.0,1810.HK
948,2024-02-06,3.92,295401124.0,1398.HK
949,2024-02-07,12.7,95271998.0,1810.HK
950,2024-02-07,292.2,26343654.0,0700.HK
951,2024-02-07,3.89,258681088.0,1398.HK
952,2024-02-08,12.62,59019381.0,1810.HK
953,2024-02-08,287.2,17910672.0,0700.HK
954,2024-02-08,3.85,149952865.0,1398.HK
955,2024-02-09,287.2,6732059.0,0700.HK
956,2024-02-09,3.83,43789521.0,1398.HK
957,2024-02-09,12.44,26950926.0,1810.HK
958,2024-02-14,12.56,29480353.0,1810.HK
959,2024-02-14,290.0,11567444.0,0700.HK
960,2024-02-14,3.86,87229443.0,1398.HK
961,2024-02-15,12.72,22062099.0,1810.HK
962,2024-02-15,285.4,12568028.0,0700.HK
963,2024-02-15,3.89,76124014.0,1398.HK
964,2024-02-16,13.42,83130851.0,1810.HK
965,2024-02-16,291.8,17215356.0,0700.HK
966,2024-02-16,3.93,124046262.0,1398.HK
967,2024-02-19,284.8,15415304.0,0700.HK
968,2024-02-19,12.92,86809268.0,1810.HK
969,2024-02-19,3.92,129179934.0,1398.HK
970,2024-02-20,12.98,55020181.0,1810.HK
971,2024-02-20,284.2,15773028.0,0700.HK
972,2024-02-20,3.98,146061157.0,1398.HK
973,2024-02-21,13.36,95944593.0,1810.HK
974,2024-02-21,288.8,23947218.0,0700.HK
975,2024-02-21,4.07,473060462.0,1398.HK
976,2024-02-22,291.4,12441270.0,0700.HK
977,2024-02-22,4.1,211209589.0,1398.HK
978,2024-02-22,13.4,52235249.0,1810.HK
979,2024-02-23,290.8,13229798.0,0700.HK
980,2024-02-23,13.22,56432229.0,1810.HK
981,2024-02-23,4.14,323870350.0,1398.HK
982,2024-02-26,13.1,44712709.0,1810.HK
983,2024-02-26,287.2,12412426.0,0700.HK
984,2024-02-26,4.08,262309468.0,1398.HK
985,2024-04-05,15.54,84033215.0,1810.HK
986,2024-04-05,310.0,13582369.0,0700.HK
987,2024-04-05,3.97,102636289.0,1398.HK
988,2024-04-08,15.5,117977816.0,1810.HK
989,2024-04-08,305.4,21656541.0,0700.HK
990,2024-04-08,4.02,193418098.0,1398.HK
991,2024-04-09,305.0,17879375.0,0700.HK
992,2024-04-09,4.02,181693799.0,1398.HK
993,2024-04-09,15.98,140213601.0,1810.HK
994,2024-04-10,314.2,24730145.0,0700.HK
995,2024-04-10,16.0,135392416.0,1810.HK
996,2024-04-10,4.08,203179579.0,1398.HK
997,2024-04-11,16.08,94275932.0,1810.HK
998,2024-04-11,315.0,18834968.0,0700.HK
999,2024-04-11,4.07,197888440.0,1398.HK
1000,2024-04-12,16.5,207001970.0,1810.HK
1001,2024-04-12,309.6,23031342.0,0700.HK
1002,2024-04-12,3.99,252604580.0,1398.HK
1003,2024-04-15,304.4,18295291.0,0700.HK
1004,2024-04-15,16.52,102135567.0,1810.HK
1005,2024-04-15,4.03,240871330.0,1398.HK
1006,2024-04-16,15.92,150004413.0,1810.HK
1007,2024-04-16,301.8,19691636.0,0700.HK
1008,2024-04-16,4.0,253900115.0,1398.HK
1009,2024-04-17,16.28,90729174.0,1810.HK
1010,2024-04-17,300.8,14410544.0,0700.HK
1011,2024-04-17,4.02,217393787.0,1398.HK
1012,2024-04-18,16.38,81343612.0,1810.HK
1013,2024-04-18,304.4,19058907.0,0700.HK
1014,2024-04-18,4.11,418569269.0,1398.HK
1015,2024-04-19,303.8,19472600.0,0700.HK
1016,2024-04-19,15.8,152829967.0,1810.HK
1017,2024-04-19,4.11,285009804.0,1398.HK
1018,2024-04-22,320.4,41133325.0,0700.HK
1019,2024-04-22,15.82,94522377.0,1810.HK
1020,2024-04-22,4.1,248674905.0,1398.HK
1021,2024-04-23,332.4,43821652.0,0700.HK
1022,2024-04-23,16.18,119181417.0,1810.HK
1023,2024-04-23,4.12,227687586.0,1398.HK
1024,2024-02-27,284.6,23612599.0,0700.HK
1025,2024-02-27,13.48,92877053.0,1810.HK
1026,2024-02-27,4.1,176141560.0,1398.HK
1027,2024-02-28,277.0,25903478.0,0700.HK
1028,2024-02-28,4.06,179704568.0,1398.HK
1029,2024-02-29,277.2,29721885.0,0700.HK
1030,2024-02-28,13.08,77754329.0,1810.HK
1031,2024-02-29,13.22,74874764.0,1810.HK
1032,2024-02-29,4.04,190343656.0,1398.HK
1033,2024-03-01,277.4,27952651.0,0700.HK
1034,2024-03-01,13.32,79997348.0,1810.HK
1035,2024-03-01,4.05,282167874.0,1398.HK
1036,2024-03-04,276.2,13832089.0,0700.HK
1037,2024-03-04,13.34,53459138.0,1810.HK
1038,2024-03-04,4.02,204903610.0,1398.HK
1039,2024-03-05,268.2,26055083.0,0700.HK
1040,2024-03-05,12.76,99117229.0,1810.HK
1041,2024-03-05,3.99,249784197.0,1398.HK
1042,2024-03-06,13.04,74670496.0,1810.HK
1043,2024-03-06,274.6,23289346.0,0700.HK
1044,2024-03-06,4.03,270589633.0,1398.HK
1045,2024-03-07,12.8,43368825.0,1810.HK
1046,2024-03-07,271.0,17159729.0,0700.HK
1047,2024-03-07,4.03,165980033.0,1398.HK
1048,2024-03-08,13.08,59663848.0,1810.HK
1049,2024-03-08,270.0,12416156.0,0700.HK
1050,2024-03-08,4.05,292329286.0,1398.HK
1051,2024-03-11,278.6,17866889.0,0700.HK
1052,2024-03-11,13.4,57531857.0,1810.HK
1053,2024-03-11,4.06,237514321.0,1398.HK
1054,2024-03-12,14.92,295821714.0,1810.HK
1055,2024-03-12,290.8,36531141.0,0700.HK
1056,2024-03-12,4.11,316667017.0,1398.HK
1057,2024-03-13,14.92,118299566.0,1810.HK
1058,2024-03-13,290.6,20074418.0,0700.HK
1059,2024-03-13,4.04,301063056.0,1398.HK
1060,2024-03-14,289.2,14227432.0,0700.HK
1061,2024-03-14,4.02,217437653.0,1398.HK
1062,2024-06-04,17.78,75212318.0,1810.HK
1063,2024-06-04,377.4,18043066.0,0700.HK
1064,2024-06-04,4.43,398708020.0,1398.HK
1065,2024-06-05,380.8,20205424.0,0700.HK
1066,2024-06-05,17.7,73525775.0,1810.HK
1067,2024-06-05,4.41,504170170.0,1398.HK
1068,2024-06-06,17.96,120451138.0,1810.HK
1069,2024-06-06,381.6,18888938.0,0700.HK
1070,2024-06-06,4.37,400927720.0,1398.HK
1071,2024-06-07,17.62,201105120.0,1810.HK
1072,2024-06-07,374.8,25247259.0,0700.HK
1073,2024-06-07,4.42,276405340.0,1398.HK
1074,2024-06-11,373.8,26496779.0,0700.HK
1075,2024-06-11,4.36,320454980.0,1398.HK
1076,2024-06-11,17.32,150166210.0,1810.HK
1077,2024-06-13,379.8,15337042.0,0700.HK
1078,2024-06-13,17.56,82025721.0,1810.HK
1079,2024-06-13,4.32,195542300.0,1398.HK
1080,2024-06-14,17.3,86630442.0,1810.HK
1081,2024-06-14,379.8,20859332.0,0700.HK
1082,2024-06-14,4.34,278091250.0,1398.HK
1083,2024-06-17,17.32,62407200.0,1810.HK
1084,2024-06-17,381.2,15281150.0,0700.HK
1085,2024-06-17,4.33,202054400.0,1398.HK
1086,2024-06-18,377.0,14278934.0,0700.HK
1087,2024-06-18,4.39,320851400.0,1398.HK
1088,2024-06-18,17.38,46659965.0,1810.HK
1089,2024-06-19,389.0,22313477.0,0700.HK
1090,2024-06-19,18.48,158776790.0,1810.HK
1091,2024-06-19,4.55,546463980.0,1398.HK
1092,2024-06-20,18.52,90185310.0,1810.HK
1093,2024-06-20,4.58,459230420.0,1398.HK
1094,2024-06-20,387.6,14049005.0,0700.HK
1095,2024-06-21,18.18,87851069.0,1810.HK
1096,2024-06-21,4.52,573138320.0,1398.HK
1097,2024-06-21,381.4,25855005.0,0700.HK
1098,2024-06-24,380.4,12919565.0,0700.HK
1099,2024-04-24,4.14,225338393.0,1398.HK
1100,2024-04-24,344.2,41472682.0,0700.HK
1101,2024-04-24,16.66,132630197.0,1810.HK
1102,2024-04-25,339.4,27727556.0,0700.HK
1103,2024-04-25,16.6,76835421.0,1810.HK
1104,2024-04-25,4.17,256634656.0,1398.HK
1105,2024-04-26,17.36,233139880.0,1810.HK
1106,2024-04-26,4.15,286312006.0,1398.HK
1107,2024-04-26,348.4,29599531.0,0700.HK
1108,2024-04-29,17.42,175353396.0,1810.HK
1109,2024-04-29,4.2,388564156.0,1398.HK
1110,2024-04-29,347.6,25416523.0,0700.HK
1111,2024-04-30,347.2,15957023.0,0700.HK
1112,2024-04-30,17.32,94318755.0,1810.HK
